      20     291     200
       1      14       5     451    1359       1      51
       1      12       2     264     984       1      58
       1      15       8     513     652       1      80
       1       4       4     137    1054       1      87
       1      18       9     214     458       1      96
       1      17       3     456     167       1     100
       1       2       5     112     278       1     125
       1       6       3     219     929       1     126
       1       9       7     132     458       1     130
       1       3       1     114    1081       1     135
       1      16       5     105     735       1     136
       1      19       7     448     707       1     144
       1      11       3     342     167       1     148
       1      13       6     211    1372       1     169
       1       5       1     471     361       1     190
       1       8       2     280    1095       1     232
       1      10       6     491    1220       1     244
       1       7       6     507     347       1     259
       2       6       8     497    1012       1      20
       2       5       6     427     971       1      22
       2      11       1     250    1262       1      34
       2       1       8     216    1054       1      48
       2      15       8     220    1345       1      54
       2       7       5     448     402       1      66
       2      14       2     433     929       1      68
       2      13       9     319     181       1      97
       2       4       9     516     208       1     120
       2      16       4     117    1317       1     134
       2      12       4     108    1095       1     164
       2      20       2     317     749       1     207
       2      19       9     297    1137       1     214
       2      18       8     463     361       1     216
       2       3       1     471     416       1     234
       2      17       2     411     333       1     239
       2       8       4     189     693       1     253
       3      20       5     508     680       1      37
       3       2       8     212     402       1      42
       3      10       4     345     846       1      79
       3       7       1     269     860       1      83
       3       8       7     398    1248       1      84
       3       5       5     281     458       1     111
       3      16       5     166     181       1     112
       3       1       9     490     499       1     124
       3       9       4     155     167       1     140
       3       4       8     474    1095       1     152
       3      18       1     332     596       1     160
       3      17       6     228     416       1     231
       3      15       8     223     444       1     238
       3      11       4     276     430       1     251
       3       6       8     475     333       1     272
       4       1       5     414     513       1      14
       4      16       5     374     583       1      62
       4       8       5     428     790       1      64
       4      14       9     340     693       1      73
       4       2       3     129     305       1      98
       4      10       7     367    1095       1     121
       4      12       4     514     153       1     131
       4      11       3     509    1081       1     156
       4      19       4     393     804       1     193
       4      15       3     467     929       1     258
       4       3       3     378     416       1     281
       4      13       4     276     416       1     282
       5      14       1     438     416       1       4
       5       2       3     329    1345       1      95
       5      17       4     223     666       1     102
       5      15       4     123    1040       1     141
       5      18       6     490     680       1     195
       5      10       7     344     305       1     206
       5      20       6     320     693       1     208
       5       6       6     131    1331       1     215
       5       8       6     119     887       1     228
       5      16       8     149     901       1     264
       5       7       7     390     472       1     266
       5       4       3     382     596       1     268
       6       2       9     404     804       1      11
       6      15       7     116     666       1      75
       6      20       1     214     444       1      91
       6       3       5     146     610       1      99
       6       7       1     161     333       1     106
       6      14       6     437    1303       1     108
       6      13       7     121    1262       1     162
       6      12       4     201     499       1     177
       6      19       9     149     998       1     198
       6      16       1     209    1220       1     225
       6      18       9     507     416       1     267
       7      16       2     508     250       1       1
       7       3       1     360     222       1       9
       7      19       2     332     763       1      26
       7      10       1     334     472       1      57
       7      20       2     374     638       1      90
       7      18       9     105     486       1     105
       7      11       3     463     222       1     110
       7      14       1     461     887       1     138
       7       2       6     324    1317       1     199
       7      13       5     411    1054       1     205
       7      12       1     184     721       1     227
       7      15       9     210    1012       1     269
       7       1       3     236    1123       1     287
       8      19       5     342     486       1      13
       8      12       2     109     874       1      29
       8       9       7     189    1303       1      38
       8       4       3     439     610       1     113
       8      13       8     295     389       1     117
       8       2       5     253     624       1     128
       8      16       5     190     915       1     139
       8      11       7     174    1026       1     174
       8       7       7     236    1040       1     176
       8      10       6     515    1165       1     191
       8      20       7     260     375       1     210
       8       1       4     174     874       1     212
       8      18       7     295     984       1     220
       8      15       6     371     222       1     240
       8      14       1     512     832       1     254
       9       3       2     164     693       1      59
       9       6       3     464     222       1      61
       9       2       6     304     735       1      78
       9      18       9     214     887       1     165
       9      14       6     109     139       1     167
       9      16       2     487    1234       1     200
       9       7       4     178     818       1     236
       9      17       4     409     167       1     255
       9       1       5     366     555       1     278
