      30     518     100
       1       8       3     324     339       1      17
       1      25      12     204     208       1      40
       1      23       3     244     240       1      94
       1       3       6     178     331       1      99
       1       6       5     191      64       1     144
       1      10       8     299     327       1     157
       1       2       4     187      84       1     193
       1       9      19     288     188       1     220
       1       4      10     327     308       1     284
       1      11       4     133      72       1     301
       1      26      12     157     244       1     316
       1      14      17     173      40       1     330
       1      22      11     290     268       1     365
       1      15       4     288     212       1     382
       1      30       8     191     164       1     388
       1      24       2     263     292       1     410
       1      17       4     101     292       1     452
       1      19      10     351     308       1     475
       1      21       3     263     212       1     489
       1      16       7     263     220       1     511
       1      13       2     199     383       1     512
       2      30       4     138     168       1       9
       2      10       8     172     240       1     104
       2       8      19     172     252       1     114
       2       4       4     111     172       1     119
       2      14       4     176     256       1     139
       2      24      14     155     168       1     164
       2      23       4     276     359       1     319
       2       5      18     138     339       1     323
       2      21       9     176     204       1     334
       2      19      11     151     304       1     338
       2      26       8     345      68       1     364
       2       6      18     140     268       1     373
       2       3       7     216      76       1     406
       2      12      19     104     371       1     415
       2      18       3     302     172       1     473
       2      16       9     248     212       1     486
       3      16      19     150     228       1      55
       3      25      19     233     232       1      68
       3      19      18     260     284       1      81
       3       5       3     300     391       1      96
       3       6      18     184      76       1     117
       3       8      11     312     208       1     184
       3      26      15      86     184       1     204
       3       7       9     295      80       1     232
       3       4       3     186     343       1     267
       3       9       9     272     355       1     288
       3      12      17     206     160       1     295
       3      17      14     216     268       1     309
       3      24       2     232     347       1     328
       3      20      15     262     335       1     404
       3      29      18     354     339       1     407
       3      21      12     335     156       1     430
       3      10       4     319     319       1     443
       3       2      19     206     120       1     467
       4      11      16     160     204       1       8
       4      16       6     138     220       1      49
       4      21       3     242      52       1     231
       4      13      11     312     319       1     237
       4       6       6     185     184       1     243
       4      28      11     273     276       1     320
       4      10       5     257     120       1     336
       4       1      10     148     172       1     349
       4      23      11     324     128       1     396
       5      19       8      93     220       1      21
       5      15      14     160     184       1      46
       5      16       6     309      88       1      61
       5      22      10     291     120       1     101
       5      12       2     123     240       1     106
       5      10      10     220     252       1     173
       5      13      12     127      88       1     180
       5       8      10     237     315       1     201
       5      23      11     352     256       1     244
       5       4      19     145     292       1     265
       5      27      11     172     192       1     308
       5      29      13     294     379       1     312
       5      24      19     169     104       1     471
       5       1       5     224     156       1     495
       5      30       6     245     292       1     496
       6      17       3     157      48       1      37
       6      19      11     301      80       1      57
       6      25      13     337     311       1      78
       6      21      17     226     268       1      79
       6      26      19     132     124       1     107
       6      12       8     140     339       1     168
       6      14       5     319      44       1     179
       6       1       7     172     292       1     197
       6       8      14     127      60       1     212
       6      27       4     241     132       1     250
       6      15      11     197     108       1     322
       6      24       7     197     359       1     343
       6      16       5      75     132       1     362
       6       3      11     140     120       1     374
       6      23      12     336     236       1     383
       6       5       4     230     156       1     398
       6      22       4     241     196       1     418
       6      13      12      81     128       1     434
       6      29      15     217      68       1     470
       6       7      11      99     395       1     488
       7      25      17     182     264       1      54
       7       6       3     161     252       1      74
       7      24      14      76     331       1      82
       7      28      17     314     327       1     137
       7      30      19     182      52       1     143
       7      10      17      90     200       1     146
       7       1       6     219     327       1     147
       7      20      12     246     220       1     163
       7      29      18     128     296       1     223
       7      14       6     232     367       1     273
       7      26      16     231     236       1     281
       7      21      19     354     200       1     317
       7      12      11     279      56       1     326
       7       4      19      85     327       1     337
       7       9      13     220     288       1     376
       7       3      11     128     120       1     432
       7      17      12     280     331       1     433
       7      15      10     319     371       1     461
       7       2      17     253      52       1     462
       8       7      11     204     208       1       4
       8      25       5     329     212       1     108
       8      11      12     272     319       1     127
       8      27      15     187     104       1     158
       8       9      10     334     371       1     228
       8      13      12     101     296       1     230
       8      16      18     137     176       1     240
       8       1      13     111      76       1     251
       8      30       2     159     200       1     290
       8      26      12     251     391       1     304
       8      15       8     153     252       1     318
       8      21       6     346     264       1     333
       8      22       6     282     311       1     402
       8      28       6     177     371       1     409
       8      24      18     241     276       1     481
       9      24       8     313     311       1      65
       9       5      19     138     136       1      91
       9       1      11     312     188       1      92
       9       8      19     157     311       1     118
       9      23       7     231     128       1     133
       9      14       4     331     164       1     202
       9      22       7     237     288       1     226
       9      12       6     157     308       1     278
       9      17      16      92     144       1     289
       9      19      18     117     323       1     315
       9      16      14     309     168       1     350
       9      11      13     279     311       1     370
       9      13      17      96     395       1     375
       9      25      11     269     108       1     377
       9       7       3     322     371       1     389
       9       2      10      82     327       1     393
       9      30       3     261     224       1     439
       9      15       2     324     200       1     441
       9      20      17     164     176       1     500
       9      26      10     206     363       1     507
       9      18       2     253     104       1     508
      10       4      19     278      68       1     105
      10      30      16     187     152       1     122
      10      23       7     102      92       1     141
      10      17      13     332      76       1     142
      10       5      10     322     308       1     161
      10      27      10     312      40       1     175
      10       6       8     204     208       1     182
      10       7       5     101      68       1     192
      10      24       6      81     391       1     200
      10      20      15     237      40       1     229
      10      18      15     177     335       1     239
      10       8       8     327     100       1     260
      10      25      14     222     335       1     297
      10      19       8     116     176       1     314
      10       3      11     250     228       1     340
      10      26      17     319     132       1     358
      10      11      15     178     160       1     378
      10      12       8     354     116       1     413
      10       9      14     309     216       1     431
      10      13       3     156     383       1     464
      10      22      16     170      76       1     477
      11       5      18     139      60       1      10
      11      25       5     310     204       1      66
      11      30      19     295      56       1      77
      11      20      12     105     128       1     100
      11      22      16     193     284       1     125
      11       8      19     327     176       1     149
      11       2      12     297      92       1     160
