      30     679     400
       1      13       3     665     744       1      14
       1      19       7     172    1279       1      42
       1      20       6     224    1427       1     111
       1       3       1     246     996       1     112
       1       7       7     583     848       1     135
       1       6       6     187     937       1     179
       1      11       8     489     773       1     205
       1      14       8     621    1427       1     335
       1      10       9     665    1100       1     402
       1       9       4     486     402       1     411
       1      22       6     689     863       1     444
       1      18       8     649    1234       1     459
       1      29       7     552    1442       1     577
       1       2       2     719     268       1     603
       1       8       1     743     833       1     674
       2      19       2     337     402       1      71
       2       1       9     728    1190       1      99
       2      29       2     275     565       1     128
       2      12       5     562     283       1     150
       2      11       9     737     967       1     153
       2       9       5     492    1309       1     203
       2      17       1     683     699       1     213
       2      26       7     720     357       1     281
       2      21       6     525    1472       1     341
       2      22       3     564     580       1     343
       2      18       1     525    1427       1     365
       2       8       4     576     164       1     379
       2      16       9     306     952       1     410
       2       5       6     586    1249       1     417
       2      15       6     236     328       1     446
       2      27       1     451     729       1     449
       2      10       3     309    1323       1     471
       2      24       7     300     536       1     476
       2       4       2     150    1071       1     479
       2      23       1     249     253       1     484
       2      28       6     276     803       1     586
       2      14       5     167    1309       1     600
       2      25       4     604     833       1     606
       2       3       7     352    1427       1     624
       2      20       4     366    1219       1     660
       2      13       6     649    1041       1     673
       3       5       9     473     149       1       1
       3       7       9     470    1130       1       8
       3      29       7     409    1071       1      38
       3       8       6     430     580       1      48
       3       6       3     375     179       1     371
       3      24       1     161     982       1     387
       3      23       5     519     328       1     445
       3      30       2     354     238       1     448
       3       9       5     313     610       1     477
       3      22       2     191     967       1     494
       3       1       6     424    1353       1     568
       3      25       7     533    1353       1     576
       3      28       1     181     476       1     580
       4      29       5     428    1011       1     110
       4      17       7     719     550       1     131
       4      22       2     232    1234       1     175
       4      11       6     202     922       1     182
       4       1       5     732    1071       1     202
       4      26       5     445     149       1     212
       4      18       5     182    1219       1     225
       4      19       9     355     937       1     430
       4       5       7     418     491       1     503
       4       7       8     540    1368       1     514
       4       6       3     603     952       1     516
       4      27       1     480     684       1     522
       4      21       1     668    1160       1     526
       4       8       1     495    1368       1     554
       4      23       7     243    1041       1     589
       4      30       2     570     655       1     616
       5       9       5     615    1472       1       9
       5      29       6     723     773       1      20
       5      28       8     473     521       1      23
       5      12       9     293    1279       1      56
       5      10       8     515     253       1      69
       5       1       3     597     714       1     127
