      20     230      40
       1      13      42    1208    3516       1      18
       1       4       7    1125    2414       1      22
       1       6      30    1342    1271       1      25
       1       8      33    1273    3600       1      31
       1      19      28    1461    2711       1      32
       1       5      39     409    3897       1      48
       1      17      19    1772    1864       1      85
       1       9      29    1443    2965       1      92
       1      12      47     518    2118       1     176
       1       2      36     890    4193       1     184
       1      15      18    1078    2711       1     225
       1      10      46     857    1271       1     228
       1      16      16     810    1652       1     230
       2       5      18    1017    2669       1      60
       2      10      39    1657     593       1      63
       2      18      22     854     805       1      67
       2      20      47    1194    1567       1      94
       2      19      42    1805    2414       1     139
       2      17      21     503    3770       1     159
       2       7      42    1678    2499       1     162
       2       3      39     608     975       1     179
       2       6      17    1306    2880       1     182
       2       1      49    1436    2923       1     189
       2       9      46    1324    3939       1     229
       3      19      32    1313    1991       1      12
       3      16      39     536    2669       1      37
       3      11       9     485    2753       1      74
       3       2      21    1013    2669       1      91
       3       7      26    1335    2414       1     150
       3      17      37     547    3516       1     181
       4       7      28    1212    2203       1      17
       4       3      16    1772    4108       1      33
       4      18      32    1675    3685       1      56
       4       5      21     792    1102       1      66
       4      13      47    1027    3516       1      75
       4      14      34    1114    1186       1      87
       4       6      23    1071    2965       1     109
       4      19       6    1479    2711       1     143
       4      17       6     843     636       1     146
       4       1      15    1700    2245       1     186
       4       2      30    1534    1229       1     210
       5       4      17     445    3727       1      59
       5       6      21     832    3854       1     100
       5      15      16     803    1102       1     102
       5      10      36     709    1652       1     106
       5      14      25     904    1229       1     169
       5      18      47     583    3685       1     183
       5       7      36     894     847       1     190
       5       2      24     716    3473       1     207
       6      18      34     449    3092       1      19
       6      15      28     456    4151       1      30
       6      20      37     677    3770       1      38
       6       8       5     496     551       1      40
       6      14      47    1056     805       1      69
       6       3      26    1179    3685       1     112
       6      10      46    1024     636       1     151
       6      13      31    1309    1694       1     155
       6       9      31    1219    3981       1     188
       6       7      48    1581    1525       1     193
       6      17      32    1241    2203       1     196
       6      12      31     427    1271       1     199
       7       9      31    1208    1567       1      53
       7      13      39    1396     847       1      57
       7       8       8     973    4066       1      99
       7       6      20     796    2499       1     137
       7      16      37    1494    3643       1     148
       7       4      14     955    1652       1     154
       7      12       8    1411    2669       1     156
       7      17      44    1512    1356       1     177
       7      18      28     659    2541       1     191
       7      10      30     445    1271       1     216
       7       2      40     666    1652       1     221
       8      19      29     362    3685       1      81
       8       1      36    1751     593       1      82
       8      16      44    1089    2626       1     127
       8       5      15    1743    2414       1     128
       8       3      29    1013    3897       1     144
       8      13      15     467     847       1     160
       8       6      35     926    1229       1     208
       8      17       7    1595    1906       1     213
       8      11      10     608    1567       1     218
       8      18      45    1056     466       1     227
       9       5      46     637    1694       1      13
       9      15       5     991    2160       1      42
       9      12      46    1501    3346       1      55
       9      10      49    1049    1864       1      89
       9      16      47     991    3431       1     104
       9      13      24     951    3812       1     105
       9      14      22     800    1186       1     147
       9       6      44     796    3134       1     167
       9      19      39    1461    1144       1     204
       9       3      38     583     424       1     205
      10       8       5    1252    3092       1       6
      10      12      10    1714     763       1      16
      10      19      32     641     678       1      62
      10       9       9    1295    2076       1      70
      10       6      13     384    3388       1      79
      10      18      21     568    1102       1     107
      10      15      14     973     509       1     113
      10       3      37     948    2669       1     132
      10       2      13    1577    3431       1     136
      10       5      42     366    3685       1     185
      10      17      24    1653     678       1     200
      11       1      17    1436    2203       1       1
      11      18      44     789    1991       1      27
      11       9      30    1140    1102       1      28
      11      14      25    1317     593       1     120
      11      12      32    1284    3431       1     123
      11       7      11     829    2076       1     135
      11      19      49     565     720       1     138
      11      13      49    1230    2160       1     141
      11       4      18     843    1737       1     149
      11       5      39    1512     466       1     168
      11      20      14     814     975       1     198
      11      16      10     731     424       1     209
      12       8      21    1234    3939       1      24
      12      14      36     933    2669       1      46
      12       2      33    1733    2076       1      47
      12       9      22    1291    1737       1      73
      12      10      16    1418    2669       1      80
      12      16      11     420    2923       1      90
      12       1       5     955    3007       1      93
      12      15      28    1111     847       1     116
      12      19      29    1552    1483       1     118
      12       6      10     485    3770       1     166
      12      13      31     966    2796       1     170
      12       7      23    1241    1822       1     220
      13       8      11     489     720       1       8
      13      12       8    1165    1737       1      11
      13      15       7    1447    3770       1      15
      13       9      36    1013     805       1      26
      13       5      25     861    3092       1      29
      13      17      32     868    2414       1      45
      13       4       6    1707    2584       1      58
      13      14      14    1798    4193       1      61
      13       3      49     590    3304       1      65
      13      18      30     521    1525       1      83
      13       7      19     641    1906       1      86
      13      11      31    1494     805       1      95
      13       1      34    1754    1906       1      96
      13      20      48     897    1271       1     133
      13      19      22     485    2965       1     153
      13      16      22    1483    2626       1     203
      14       6      24    1183    1949       1      50
      14      10      30    1776    3050       1     111
      14       9      23    1516    1652       1     134
      14       1      30     951    3812       1     152
      14      18      47    1729    3050       1     178
      14      11      36     673    3346       1     202
      15      12      14     941     763       1       4
      15       5      34     557    2033       1       9
      15      11      39    1519    3219       1      23
      15      16      12    1154     847       1      34
      15      20      17     539    3092       1      44
      15      19      33    1129    1906       1      84
      15      18      19    1002    3431       1     110
      15      17      16     857    2669       1     119
      15       4      49    1223    3854       1     126
      15       8      18     998    2457       1     175
      15       7      45    1450     424       1     187
      15       3      14    1660    3177       1     197
      16       4      27    1740    3431       1       3
      16      15      37    1172    1822       1       7
      16      12      31    1201    1652       1      10
      16      13      31     594    3219       1      14
      16      10      18    1613    2372       1      21
      16       3      28    1244    1440       1      35
      16      14      34     850    1864       1      39
      16       2      32    1179    3516       1      71
      16       5      36     369    1525       1      76
      16       6       9    1103    1186       1     103
      16       8      13    1158    3727       1     121
      16      11      19    1490    2753       1     124
      16       7      27     659    1483       1     140
      16      20      20     937    2118       1     145
      16      17      23    1017    3134       1     158
      16       1      49     829    1525       1     165
      16      19      40    1620    3050       1     171
      17      20      19    1422     424       1      88
      17      11      27    1353    2118       1     115
      17       5      42     528    1991       1     164
      17       3      27     492    3473       1     173
      17      14      28     575    1186       1     192
      17      13      38    1111    1991       1     217
      17       4      23    1801    1949       1     219
      18      12      18    1093    3473       1       2
      18       4      17    1696    2033       1      20
      18       8      23    1172    3304       1      36
      18      17      19     984     805       1      51
      18      19      35    1689     805       1      68
      18      11      47     962    2499       1      72
      18       5      45     405    3431       1     122
      18      10      18     800    3050       1     157
      18       3      29     583    3516       1     163
      18      13      38    1599    4024       1     172
      18       6      21     709    3685       1     194
      18      14      35    1787    2160       1     206
      18      15      11    1114    1144       1     212
      18       2      25     792    1440       1     214
      18      20      18    1074    1271       1     223
      18       7      47    1136    3643       1     224
      19       5      21     706    2245       1      41
      19       2      31    1436    3643       1      54
      19       7      46     547    1313       1      64
      19      10      30     485    3050       1      77
      19      13      27     554    2414       1      78
      19       3      32    1552    2753       1      98
      19      18      22    1461    1652       1     101
      19      17      17     731     678       1     117
      19      16      46    1577    4066       1     125
      19      15      13     962    4066       1     174
      19       4       7     933    1356       1     211
      19      12      10     565    2203       1     222
      19      20      36    1038    3219       1     226
      20       4       9    1675    3812       1       5
      20      16      41     528    2076       1      43
      20      15      47     395    3431       1      49
      20      17      31     622    2541       1      52
